metal,oxidation_state,x,formula,delta_G_min,delta_G_norm_min,alpha_opt,beta_opt,gamma_opt,nu_LPSC_doped,nu_H2O,nu_LiCl,nu_LiF,nu_Li3PO4,nu_H2S,nu_LiOH,nu_MCl_n,nu_MF_n,nu_MOH_n,nu_MO_n_over_2,mu_LPSC_doped,mu_H2O,mu_LiCl,mu_LiF,mu_Li3PO4,mu_H2S,mu_LiOH,mu_MCl_n,mu_MF_n,mu_MOH_n,mu_MO_n_over_2,contrib_LPSC_doped,contrib_H2O,contrib_LiCl,contrib_LiF,contrib_Li3PO4,contrib_H2S,contrib_LiOH,contrib_MCl_n,contrib_MF_n,contrib_MOH_n,contrib_MO_n_over_2
Ac,3,0.01,Li602AcP99S500Cl97F3,-6.558690961,-1.085875987,-0.03,0,0,-1,-6.04,0.97,0,0.99,5,2.08,0,0.01,0,0,-18.4254321,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.68239021,-18.01965904,-14.63361597,-9.534380436,18.4254321,15.38276199,-3.885466204,0,-21.77342125,-3.517040429,-11.01076057,0,-0.18019659,0,0
Ac,3,0.02,Li302AcP49S250Cl47F3,-6.621485643,-1.089060139,-0.06,0,0,-1,-6.08,0.94,0,0.98,5,2.16,0,0.02,0,0,-18.52434959,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.68239021,-18.01965904,-14.63361597,-9.534380436,18.52434959,15.48463459,-3.765297146,0,-21.5534877,-3.517040429,-11.43425137,0,-0.360393181,0,0
Ac,3,0.03,Li606Ac3P97S500Cl91F9,-6.685815198,-1.092453464,-0.09,0,0,-1,-6.12,0.91,0,0.97,5,2.24,0,0.03,0,0,-18.62173222,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.68239021,-18.01965904,-14.63361597,-9.534380436,18.62173222,15.58650718,-3.645128088,0,-21.33355415,-3.517040429,-11.85774216,0,-0.540589771,0,0
Ac,3,0.04,Li152AcP24S125Cl22F3,-6.751274472,-1.095986116,-0.12,0,0,-1,-6.16,0.88,0,0.96,5,2.32,0,0.04,0,0,-18.71798512,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.68239021,-18.01965904,-14.63361597,-9.534380436,18.71798512,15.68837978,-3.52495903,0,-21.11362061,-3.517040429,-12.28123295,0,-0.720786362,0,0
Ac,3,0.05,Li122AcP19S100Cl17F3,-6.816665589,-1.099462192,-0.15,0,0,-1,-6.2,0.85,0,0.95,5,2.4,-6.94E-18,0.05,0,6.94E-18,-18.81430619,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.68239021,-18.01965904,-14.63361597,-9.534380436,18.81430619,15.79025237,-3.404789972,0,-20.89368706,-3.517040429,-12.70472374,7.41E-17,-0.900982952,0,-6.62E-17
Ac,3,0.06,Li306Ac3P47S250Cl41F9,-6.880849011,-1.102700162,-0.18,0,0,-1,-6.24,0.82,0,0.94,5,2.48,0,0.06,0,0,-18.91183495,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.68239021,-18.01965904,-14.63361597,-9.534380436,18.91183495,15.89212497,-3.284620914,0,-20.67375351,-3.517040429,-13.12821453,0,-1.081179543,0,0
Ac,3,0.07,Li614Ac7P93S500Cl79F21,-6.943032256,-1.105578385,-0.21,0,0,-1,-6.28,0.79,0,0.93,5,2.56,-1.39E-17,0.07,0,1.39E-17,-19.01136388,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.68239021,-18.01965904,-14.63361597,-9.534380436,19.01136388,15.99399757,-3.164451857,0,-20.45381996,-3.517040429,-13.55170532,1.48E-16,-1.261376133,0,-1.32E-16
Ac,3,0.08,Li154Ac2P23S125Cl19F6,-7.002709841,-1.108023709,-0.24,0,0,-1,-6.32,0.76,0,0.92,5,2.64,0,0.08,0,0,-19.11339848,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.68239021,-18.01965904,-14.63361597,-9.534380436,19.11339848,16.09587016,-3.044282799,0,-20.23388641,-3.517040429,-13.97519611,0,-1.441572723,0,0
Ac,3,0.09,Li618Ac9P91S500Cl73F27,-7.059575941,-1.109996217,-0.27,0,0,-1,-6.36,0.73,0,0.91,5,2.72,1.39E-17,0.09,0,-1.39E-17,-19.21824455,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.68239021,-18.01965904,-14.63361597,-9.534380436,19.21824455,16.19774276,-2.924113741,0,-20.01395287,-3.517040429,-14.3986869,-1.48E-16,-1.621769314,0,1.32E-16
Ac,3,0.1,Li62AcP9S50Cl7F3,-7.1136408,-1.111506375,-0.3,0,0,-1,-6.4,0.7,0,0.9,5,2.8,-1.39E-17,0.1,0,1.39E-17,-19.32589188,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.68239021,-18.01965904,-14.63361597,-9.534380436,19.32589188,16.29961535,-2.803944683,0,-19.79401932,-3.517040429,-14.8221777,1.48E-16,-1.801965904,0,-1.32E-16
Ag,1,0.01,Li604AgP99S500Cl99F,-7.657998429,-1.267880535,-0.02,0.01,0,-1,-6.04,0.98,0.01,0.99,5,2.08,0.01,0,0,0,-17.26013799,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.12652421,-2.230804443,-2.251595378,-0.445244864,17.26013799,15.38276199,-3.925522556,-0.062888355,-21.77342125,-3.517040429,-11.01076057,-0.011265242,0,0,0
Ag,1,0.02,Li304AgP49S250Cl49F,-7.661243786,-1.260072991,-0.04,0.02,0,-1,-6.08,0.96,0.02,0.98,5,2.16,0.02,0,0,0,-17.35261817,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.12652421,-2.230804443,-2.251595378,-0.445244864,17.35261817,15.48463459,-3.845409851,-0.125776711,-21.5534877,-3.517040429,-11.43425137,-0.022530484,0,0,0
Ag,1,0.03,Li612Ag3P97S500Cl97F3,-7.665082529,-1.252464465,-0.06,0.03,0,-1,-6.12,0.94,0.03,0.97,5,2.24,0.03,0,0,0,-17.44450497,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.12652421,-2.230804443,-2.251595378,-0.445244864,17.44450497,15.58650718,-3.765297146,-0.188665066,-21.33355415,-3.517040429,-11.85774216,-0.033795726,0,0,0
Ag,1,0.04,Li154AgP24S125Cl24F,-7.669453269,-1.245041115,-0.08,0.04,0,-1,-6.16,0.92,0.04,0.96,5,2.32,0.04,0,0,0,-17.53585977,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.12652421,-2.230804443,-2.251595378,-0.445244864,17.53585977,15.68837978,-3.685184441,-0.251553421,-21.11362061,-3.517040429,-12.28123295,-0.045060968,0,0,0
Ag,1,0.05,Li124AgP19S100Cl19F,-7.674463724,-1.23781673,-0.1,0.05,0,-1,-6.2,0.9,0.05,0.95,5,2.4,0.05,0,0,0,-17.62657485,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.12652421,-2.230804443,-2.251595378,-0.445244864,17.62657485,15.79025237,-3.605071735,-0.314441776,-20.89368706,-3.517040429,-12.70472374,-0.05632621,0,0,0
Ag,1,0.06,Li312Ag3P47S250Cl47F3,-7.680172327,-1.230796847,-0.12,0.06,0,-1,-6.24,0.88,0.06,0.94,5,2.48,0.06,0,0,0,-17.71659179,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.12652421,-2.230804443,-2.251595378,-0.445244864,17.71659179,15.89212497,-3.52495903,-0.377330132,-20.67375351,-3.517040429,-13.12821453,-0.067591453,0,0,0
Ag,1,0.07,Li628Ag7P93S500Cl93F7,-7.686555796,-1.223973853,-0.14,0.07,0,-1,-6.28,0.86,0.07,0.93,5,2.56,0.07,0,0,0,-17.80593386,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.12652421,-2.230804443,-2.251595378,-0.445244864,17.80593386,15.99399757,-3.444846325,-0.440218487,-20.45381996,-3.517040429,-13.55170532,-0.078856695,0,0,0
Ag,1,0.08,Li158Ag2P23S125Cl23F2,-7.694165281,-1.217431215,-0.16,0.08,0,-1,-6.32,0.84,0.08,0.92,5,2.64,0.08,0,0,0,-17.89404991,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.12652421,-2.230804443,-2.251595378,-0.445244864,17.89404991,16.09587016,-3.36473362,-0.503106842,-20.23388641,-3.517040429,-13.97519611,-0.090121937,0,0,0
Ag,1,0.09,Li636Ag9P91S500Cl91F9,-7.704295843,-1.211367271,-0.18,0.09,0,-1,-6.36,0.82,0.09,0.91,5,2.72,0.09,0,0,0,-17.97964489,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.12652421,-2.230804443,-2.251595378,-0.445244864,17.97964489,16.19774276,-3.284620914,-0.565995197,-20.01395287,-3.517040429,-14.3986869,-0.101387179,0,0,0
Ag,1,0.1,Li64AgP9S50Cl9F,-7.717644492,-1.205881952,-0.2,0.1,0,-1,-6.4,0.8,0.1,0.9,5,2.8,0.1,0,0,0,-18.06202178,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.12652421,-2.230804443,-2.251595378,-0.445244864,18.06202178,16.29961535,-3.204508209,-0.628883553,-19.79401932,-3.517040429,-14.8221777,-0.112652421,0,0,0
Al,3,0.01,Li602AlP99S500Cl97F3,-7.125906604,-1.182723088,-0.03,0.03,0,-1,-6.025,0.97,0.03,0.99,5,2.05,0,0,0,0.01,-17.83015949,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.621523857,-15.4326458,-13.56695104,-8.408138752,17.83015949,15.34455977,-3.885466204,-0.188665066,-21.77342125,-3.517040429,-10.85195153,0,0,0,-0.084081388
Al,3,0.02,Li302AlP49S250Cl47F3,-7.169586104,-1.185055554,-0.06,0.06,0,-1,-6.05,0.94,0.06,0.98,5,2.1,0,0,0,0.02,-17.92013521,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.621523857,-15.4326458,-13.56695104,-8.408138752,17.92013521,15.40823014,-3.765297146,-0.377330132,-21.5534877,-3.517040429,-11.11663327,0,0,0,-0.168162775
Al,3,0.03,Li606Al3P97S500Cl91F9,-7.211625728,-1.187098885,-0.09,0.09,0,-1,-6.075,0.91,0.09,0.97,5,2.15,0,0,0,0.03,-18.01175081,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.621523857,-15.4326458,-13.56695104,-8.408138752,18.01175081,15.47190051,-3.645128088,-0.565995197,-21.33355415,-3.517040429,-11.38131502,0,0,0,-0.252244163
Al,3,0.04,Li152AlP24S125Cl22F3,-7.252070279,-1.18886398,-0.12,0.12,0,-1,-6.1,0.88,0.12,0.96,5,2.2,0,0,0,0.04,-18.10496148,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.621523857,-15.4326458,-13.56695104,-8.408138752,18.10496148,15.53557088,-3.52495903,-0.754660263,-21.11362061,-3.517040429,-11.64599676,0,0,0,-0.33632555
Al,3,0.05,Li122AlP19S100Cl17F3,-7.290671287,-1.190313679,-0.15,0.15,0,-1,-6.125,0.85,0.15,0.95,5,2.25,-6.94E-18,6.94E-18,0,0.05,-18.20001569,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.621523857,-15.4326458,-13.56695104,-8.408138752,18.20001569,15.59924126,-3.404789972,-0.943325329,-20.89368706,-3.517040429,-11.91067851,4.59E-17,-1.07E-16,0,-0.420406938
Al,3,0.06,Li306Al3P47S250Cl41F9,-7.327158471,-1.191407881,-0.18,0.18,0,-1,-6.15,0.82,0.18,0.94,5,2.3,0,0,0,0.06,-18.29718372,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.621523857,-15.4326458,-13.56695104,-8.408138752,18.29718372,15.66291163,-3.284620914,-1.131990395,-20.67375351,-3.517040429,-12.17536025,0,0,0,-0.504488325
Al,3,0.07,Li614Al7P93S500Cl79F21,-7.361543468,-1.192152788,-0.21,0.21,0,-1,-6.175,0.79,0.21,0.93,5,2.35,-1.39E-17,1.39E-17,0,0.07,-18.39645395,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.621523857,-15.4326458,-13.56695104,-8.408138752,18.39645395,15.726582,-3.164451857,-1.32065546,-20.45381996,-3.517040429,-12.440042,9.19E-17,-2.14E-16,0,-0.588569713
Al,3,0.08,Li154Al2P23S125Cl19F6,-7.393977663,-1.192577042,-0.24,0.24,0,-1,-6.2,0.76,0.24,0.92,5,2.4,0,0,0,0.08,-18.49767497,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.621523857,-15.4326458,-13.56695104,-8.408138752,18.49767497,15.79025237,-3.044282799,-1.509320526,-20.23388641,-3.517040429,-12.70472374,0,0,0,-0.6726511
Al,3,0.09,Li618Al9P91S500Cl73F27,-7.424327457,-1.192663045,-0.27,0.27,0,-1,-6.225,0.73,0.27,0.91,5,2.45,1.39E-17,-1.39E-17,0,0.09,-18.6009804,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.621523857,-15.4326458,-13.56695104,-8.408138752,18.6009804,15.85392275,-2.924113741,-1.697985592,-20.01395287,-3.517040429,-12.96940548,-9.19E-17,2.14E-16,0,-0.756732488
Al,3,0.1,Li62AlP9S50Cl7F3,-7.452239764,-1.192358362,-0.3,0.3,0,-1,-6.25,0.7,0.3,0.9,5,2.5,-1.39E-17,1.39E-17,0,0.1,-18.70672331,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.621523857,-15.4326458,-13.56695104,-8.408138752,18.70672331,15.91759312,-2.803944683,-1.886650658,-19.79401932,-3.517040429,-13.23408723,9.19E-17,-2.14E-16,0,-0.840813875
Am,2,0.01,Li603AmP99S500Cl98F2,-7.155465232,-1.184679674,-0.02,0,0,-1,-6.04,0.98,0,0.99,5,2.08,0,0.01,0,0,-17.80753474,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.813647747,-11.90171528,-9.36881423,-3.735358715,17.80753474,15.38276199,-3.925522556,0,-21.77342125,-3.517040429,-11.01076057,0,-0.119017153,0,0
Am,3,0.01,Li602AmP99S500Cl97F3,-7.149194499,-1.186588299,-0.03,0.03,0,-1,-6.025,0.97,0.03,0.99,5,2.05,0,0,0,0.01,-17.80509921,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.618227005,-16.21121216,-12.93425131,-8.230899572,17.80509921,15.34455977,-3.885466204,-0.188665066,-21.77342125,-3.517040429,-10.85195153,0,0,0,-0.082308996
Am,4,0.01,Li601AmP99S500Cl96F4,-7.14452359,-1.186797939,-0.04,0.04,0,-1,-6.02,0.96,0.04,0.99,5,2.04,0,0,0,0.01,-17.80316753,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.82855463,-19.02587533,-16.24702191,-9.307667971,17.80316753,15.33182569,-3.845409851,-0.251553421,-21.77342125,-3.517040429,-10.79901518,0,0,0,-0.09307668
Am,5,0.01,Li600AmP99S500Cl95F5,-7.134292869,-1.186083602,-0.05,0.05,0,-1,-6.015,0.95,0.05,0.99,5,2.03,0,0,0,0.01,-17.80169821,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-12.56024694,-18.97023439,-19.12260437,-9.874691129,17.80169821,15.31909162,-3.805353498,-0.314441776,-21.77342125,-3.517040429,-10.74607883,0,0,0,-0.098746911
Am,6,0.01,Li599AmP99S500Cl94F6,-7.171623187,-1.187354832,-0.06,0.06,0.01,-1,-6.04,0.94,0.06,0.99,5,2.02,0,0,0.01,0,-17.80064214,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-13.98837423,-16.11896038,-22.87958765,-8.890557289,17.80064214,15.38276199,-3.765297146,-0.377330132,-21.77342125,-3.517040429,-10.69314248,0,0,-0.228795877,0
Am,2,0.02,Li303AmP49S250Cl48F2,-7.197714986,-1.183834702,-0.04,0,0,-1,-6.08,0.96,0,0.98,5,2.16,0,0.02,0,0,-17.90587408,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.813647747,-11.90171528,-9.36881423,-3.735358715,17.90587408,15.48463459,-3.845409851,0,-21.5534877,-3.517040429,-11.43425137,0,-0.238034306,0,0
Am,3,0.02,Li302AmP49S250Cl47F3,-7.183181118,-1.187302664,-0.06,0.06,0,-1,-6.05,0.94,0.06,0.98,5,2.1,0,0,0,0.02,-17.90299541,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.618227005,-16.21121216,-12.93425131,-8.230899572,17.90299541,15.40823014,-3.765297146,-0.377330132,-21.5534877,-3.517040429,-11.11663327,0,0,0,-0.164617991
Am,4,0.02,Li301AmP49S250Cl46F4,-7.171315702,-1.187303924,-0.08,0.08,0,-1,-6.04,0.92,0.08,0.98,5,2.08,0,0,0,0.02,-17.90165565,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.82855463,-19.02587533,-16.24702191,-9.307667971,17.90165565,15.38276199,-3.685184441,-0.503106842,-21.5534877,-3.517040429,-11.01076057,0,0,0,-0.186153359
Am,5,0.02,Li300AmP49S250Cl45F5,-7.148052455,-1.185415001,-0.1,0.1,0,-1,-6.03,0.9,0.1,0.98,5,2.06,0,0,0,0.02,-17.90151882,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-12.56024694,-18.97023439,-19.12260437,-9.874691129,17.90151882,15.35729384,-3.605071735,-0.628883553,-21.5534877,-3.517040429,-10.90488788,0,0,0,-0.197493823
Am,6,0.02,Li299AmP49S250Cl44F6,-7.219847149,-1.18747486,-0.12,0.12,0.02,-1,-6.08,0.88,0.12,0.98,5,2.04,0,0,0.02,0,-17.90227262,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-13.98837423,-16.11896038,-22.87958765,-8.890557289,17.90227262,15.48463459,-3.52495903,-0.754660263,-21.5534877,-3.517040429,-10.79901518,0,0,-0.457591753,0
Am,2,0.03,Li609Am3P97S500Cl94F6,-7.239860477,-1.182983738,-0.06,0,0,-1,-6.12,0.94,0,0.97,5,2.24,0,0.03,0,0,-18.00431768,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.813647747,-11.90171528,-9.36881423,-3.735358715,18.00431768,15.58650718,-3.765297146,0,-21.33355415,-3.517040429,-11.85774216,0,-0.357051458,0,0
Am,3,0.03,Li606Am3P97S500Cl91F9,-7.21538201,-1.187717203,-0.09,0.09,0,-1,-6.075,0.91,0.09,0.97,5,2.15,0,0,0,0.03,-18.00267735,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.618227005,-16.21121216,-12.93425131,-8.230899572,18.00267735,15.47190051,-3.645128088,-0.565995197,-21.33355415,-3.517040429,-11.38131502,0,0,0,-0.246926987
Am,4,0.03,Li603Am3P97S500Cl88F12,-7.194693877,-1.187243214,-0.12,0.12,0,-1,-6.06,0.88,0.12,0.97,5,2.12,0,0,0,0.03,-18.00355772,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.82855463,-19.02587533,-16.24702191,-9.307667971,18.00355772,15.43369829,-3.52495903,-0.754660263,-21.33355415,-3.517040429,-11.22250597,0,0,0,-0.279230039
Am,5,0.03,Li600Am3P97S500Cl85F15,-7.157308552,-1.184004723,-0.15,0.15,0,-1,-6.045,0.85,0.15,0.97,5,2.09,0,0,0,0.03,-18.00584292,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-12.56024694,-18.97023439,-19.12260437,-9.874691129,18.00584292,15.39549606,-3.404789972,-0.943325329,-21.33355415,-3.517040429,-11.06369692,0,0,0,-0.296240734
Am,6,0.03,Li597Am3P97S500Cl82F18,-7.263188291,-1.186795472,-0.18,0.18,0.03,-1,-6.12,0.82,0.18,0.97,5,2.06,0,0,0.03,0,-18.00878592,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-13.98837423,-16.11896038,-22.87958765,-8.890557289,18.00878592,15.58650718,-3.284620914,-1.131990395,-21.33355415,-3.517040429,-10.90488788,0,0,-0.68638763,0
Am,2,0.04,Li153AmP24S125Cl23F2,-7.282027922,-1.18214739,-0.08,0,0,-1,-6.16,0.92,0,0.96,5,2.32,0,0.04,0,0,-18.10273933,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.813647747,-11.90171528,-9.36881423,-3.735358715,18.10273933,15.68837978,-3.685184441,0,-21.11362061,-3.517040429,-12.28123295,0,-0.476068611,0,0
Am,3,0.04,Li152AmP24S125Cl22F3,-7.246000466,-1.187868929,-0.12,0.12,0,-1,-6.1,0.88,0.12,0.96,5,2.2,0,0,0,0.04,-18.10394172,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.618227005,-16.21121216,-12.93425131,-8.230899572,18.10394172,15.53557088,-3.52495903,-0.754660263,-21.11362061,-3.517040429,-11.64599676,0,0,0,-0.329235983
Am,4,0.04,Li151AmP24S125Cl21F4,-7.215668744,-1.186787622,-0.16,0.16,0,-1,-6.08,0.84,0.16,0.96,5,2.16,0,0,0,0.04,-18.10786309,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.82855463,-19.02587533,-16.24702191,-9.307667971,18.10786309,15.48463459,-3.36473362,-1.006213684,-21.11362061,-3.517040429,-11.43425137,0,0,0,-0.372306719
Am,5,0.04,Li150AmP24S125Cl20F5,-7.164142436,-1.182201722,-0.2,0.2,0,-1,-6.06,0.8,0.2,0.96,5,2.12,0,0,0,0.04,-18.11258924,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-12.56024694,-18.97023439,-19.12260437,-9.874691129,18.11258924,15.43369829,-3.204508209,-1.257767105,-21.11362061,-3.517040429,-11.22250597,0,0,0,-0.394987645
Am,6,0.04,Li149AmP24S125Cl19F6,-7.304263106,-1.185756998,-0.24,0.24,0.04,-1,-6.16,0.76,0.24,0.96,5,2.08,0,0,0.04,0,-18.11756556,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-13.98837423,-16.11896038,-22.87958765,-8.890557289,18.11756556,15.68837978,-3.044282799,-1.509320526,-21.11362061,-3.517040429,-11.01076057,0,0,-0.915183506,0
Am,2,0.05,Li123AmP19S100Cl18F2,-7.324046837,-1.181297877,-0.1,0,0,-1,-6.2,0.9,0,0.95,5,2.4,0,0.05,0,0,-18.20130951,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.813647747,-11.90171528,-9.36881423,-3.735358715,18.20130951,15.79025237,-3.605071735,0,-20.89368706,-3.517040429,-12.70472374,0,-0.595085764,0,0
Am,3,0.05,Li122AmP19S100Cl17F3,-7.275125501,-1.187775592,-0.15,0.15,0,-1,-6.125,0.85,0.15,0.95,5,2.25,-6.94E-18,6.94E-18,0,0.05,-18.20669951,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.618227005,-16.21121216,-12.93425131,-8.230899572,18.20669951,15.59924126,-3.404789972,-0.943325329,-20.89368706,-3.517040429,-11.91067851,6.67E-17,-1.12E-16,0,-0.411544979
Am,4,0.05,Li121AmP19S100Cl16F4,-7.2347998,-1.186032754,-0.2,0.2,0,-1,-6.1,0.8,0.2,0.95,5,2.2,0,0,0,0.05,-18.21401228,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.82855463,-19.02587533,-16.24702191,-9.307667971,18.21401228,15.53557088,-3.204508209,-1.257767105,-20.89368706,-3.517040429,-11.64599676,0,0,0,-0.465383399
Am,5,0.05,Li120AmP19S100Cl15F5,-7.16847817,-1.179996407,-0.25,0.25,0,-1,-6.075,0.75,0.25,0.95,5,2.15,0,0,0,0.05,-18.22183371,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-12.56024694,-18.97023439,-19.12260437,-9.874691129,18.22183371,15.47190051,-3.004226446,-1.572208881,-20.89368706,-3.517040429,-11.38131502,0,0,0,-0.493734556
Am,6,0.05,Li119AmP19S100Cl14F6,-7.343227016,-1.184391454,-0.3,0.3,0.05,-1,-6.2,0.7,0.3,0.95,5,2.1,-6.94E-18,6.94E-18,0.05,0,-18.22845609,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-13.98837423,-16.11896038,-22.87958765,-8.890557289,18.22845609,15.79025237,-2.803944683,-1.886650658,-20.89368706,-3.517040429,-11.11663327,9.71E-17,-1.12E-16,-1.143979383,0
Am,2,0.06,Li309Am3P47S250Cl44F6,-7.365669749,-1.180395793,-0.12,0,0,-1,-6.24,0.88,0,0.94,5,2.48,0,0.06,0,0,-18.3002757,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.813647747,-11.90171528,-9.36881423,-3.735358715,18.3002757,15.89212497,-3.52495903,0,-20.67375351,-3.517040429,-13.12821453,0,-0.714102917,0,0
Am,3,0.06,Li306Am3P47S250Cl41F9,-7.302863918,-1.187457548,-0.18,0.18,0,-1,-6.15,0.82,0.18,0.94,5,2.3,0,0,0,0.06,-18.31084393,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.618227005,-16.21121216,-12.93425131,-8.230899572,18.31084393,15.66291163,-3.284620914,-1.131990395,-20.67375351,-3.517040429,-12.17536025,0,0,0,-0.493853974
Am,4,0.06,Li303Am3P47S250Cl38F12,-7.251566241,-1.184896445,-0.24,0.24,0,-1,-6.12,0.76,0.24,0.94,5,2.24,0,0,0,0.06,-18.32252608,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.82855463,-19.02587533,-16.24702191,-9.307667971,18.32252608,15.58650718,-3.044282799,-1.509320526,-20.67375351,-3.517040429,-11.85774216,0,0,0,-0.558460078
Am,5,0.06,Li300Am3P47S250Cl35F15,-7.169410717,-1.177243139,-0.3,0.3,0,-1,-6.09,0.7,0.3,0.94,5,2.18,0,0,0,0.06,-18.33448136,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-12.56024694,-18.97023439,-19.12260437,-9.874691129,18.33448136,15.51010274,-2.803944683,-1.886650658,-20.67375351,-3.517040429,-11.54012406,0,0,0,-0.592481468
Am,6,0.06,Li297Am3P47S250Cl32F18,-7.383070219,-1.18318433,-0.36,0.36,0.06,-1,-6.24,0.64,0.36,0.94,5,2.12,0,0,0.06,0,-18.33846734,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-13.98837423,-16.11896038,-22.87958765,-8.890557289,18.33846734,15.89212497,-2.563606567,-2.263980789,-20.67375351,-3.517040429,-11.22250597,0,0,-1.372775259,0
